VALOR;UNIDAD;VIGENCIADESDE;VIGENCIAHASTA
816.08;COP;1/09/94;1/09/94
816.30;COP;31/08/94;31/08/94
816.18;COP;30/08/94;30/08/94
816.29;COP;27/08/94;29/08/94
817.40;COP;26/08/94;26/08/94
816.77;COP;25/08/94;25/08/94
816.58;COP;24/08/94;24/08/94
815.20;COP;23/08/94;23/08/94
813.76;COP;20/08/94;22/08/94
813.88;COP;19/08/94;19/08/94
813.93;COP;18/08/94;18/08/94
814.40;COP;17/08/94;17/08/94
814.94;COP;13/08/94;16/08/94
815.84;COP;12/08/94;12/08/94
815.40;COP;11/08/94;11/08/94
813.64;COP;10/08/94;10/08/94
812.39;COP;9/08/94;9/08/94
811.91;COP;6/08/94;8/08/94
812.57;COP;5/08/94;5/08/94
812.69;COP;4/08/94;4/08/94
814.53;COP;3/08/94;3/08/94
815.89;COP;2/08/94;2/08/94
815.62;COP;30/07/94;1/08/94
815.62;COP;29/07/94;29/07/94
815.80;COP;28/07/94;28/07/94
815.75;COP;27/07/94;27/07/94
816.34;COP;26/07/94;26/07/94
816.68;COP;23/07/94;25/07/94
817.18;COP;22/07/94;22/07/94
817.49;COP;20/07/94;21/07/94
818.44;COP;19/07/94;19/07/94
821.04;COP;16/07/94;18/07/94
822.28;COP;15/07/94;15/07/94
822.79;COP;14/07/94;14/07/94
823.12;COP;13/07/94;13/07/94
822.14;COP;12/07/94;12/07/94
822.34;COP;9/07/94;11/07/94
820.24;COP;8/07/94;8/07/94
820.42;COP;7/07/94;7/07/94
818.45;COP;6/07/94;6/07/94
817.92;COP;2/07/94;5/07/94
818.05;COP;1/07/94;1/07/94
819.64;COP;30/06/94;30/06/94
818.73;COP;29/06/94;29/06/94
820.13;COP;28/06/94;28/06/94
821.00;COP;25/06/94;27/06/94
822.87;COP;24/06/94;24/06/94
824.76;COP;23/06/94;23/06/94
826.90;COP;22/06/94;22/06/94
828.94;COP;21/06/94;21/06/94
826.61;COP;18/06/94;20/06/94
831.28;COP;17/06/94;17/06/94
833.35;COP;16/06/94;16/06/94
820.12;COP;1/03/94;1/03/94
814.13;COP;19/02/94;21/02/94
815.19;COP;18/02/94;18/02/94
816.10;COP;17/02/94;17/02/94
816.92;COP;16/02/94;16/02/94
817.59;COP;15/02/94;15/02/94
817.78;COP;12/02/94;14/02/94
817.88;COP;11/02/94;11/02/94
817.88;COP;10/02/94;10/02/94
817.81;COP;9/02/94;9/02/94
817.64;COP;8/02/94;8/02/94
818.00;COP;5/02/94;7/02/94
817.69;COP;4/02/94;4/02/94
817.96;COP;3/02/94;3/02/94
819.27;COP;2/02/94;2/02/94
817.00;COP;1/02/94;1/02/94
818.38;COP;29/01/94;31/01/94
821.72;COP;28/01/94;28/01/94
821.52;COP;27/01/94;27/01/94
819.10;COP;26/01/94;26/01/94
816.69;COP;25/01/94;25/01/94
815.65;COP;22/01/94;24/01/94
815.91;COP;21/01/94;21/01/94
814.56;COP;20/01/94;20/01/94
816.15;COP;19/01/94;19/01/94
816.91;COP;18/01/94;18/01/94
815.81;COP;15/01/94;17/01/94
820.10;COP;14/01/94;14/01/94
819.81;COP;13/01/94;13/01/94
818.50;COP;12/01/94;12/01/94
818.89;COP;8/01/94;11/01/94
818.83;COP;7/01/94;7/01/94
814.21;COP;6/01/94;6/01/94
810.01;COP;5/01/94;5/01/94
805.91;COP;4/01/94;4/01/94
804.33;COP;1/01/94;3/01/94
804.33;COP;31/12/93;31/12/93
802.71;COP;30/12/93;30/12/93
802.33;COP;29/12/93;29/12/93
809.13;COP;28/12/93;28/12/93
801.69;COP;25/12/93;27/12/93
801.69;COP;24/12/93;24/12/93
801.40;COP;23/12/93;23/12/93
802.46;COP;22/12/93;22/12/93
803.81;COP;21/12/93;21/12/93
806.50;COP;18/12/93;20/12/93
804.89;COP;17/12/93;17/12/93
799.43;COP;16/12/93;16/12/93
798.12;COP;15/12/93;15/12/93
798.20;COP;14/12/93;14/12/93
797.53;COP;11/12/93;13/12/93
798.51;COP;10/12/93;10/12/93
800.60;COP;8/12/93;9/12/93
803.10;COP;7/12/93;7/12/93
806.49;COP;4/12/93;6/12/93
809.63;COP;3/12/93;3/12/93
811.78;COP;2/12/93;2/12/93
812.21;COP;1/12/93;1/12/93
811.73;COP;30/11/93;30/11/93
812.11;COP;27/11/93;29/11/93
812.04;COP;26/11/93;26/11/93
811.67;COP;25/11/93;25/11/93
812.12;COP;24/11/93;24/11/93
814.48;COP;23/11/93;23/11/93
817.06;COP;20/11/93;22/11/93
816.62;COP;19/11/93;19/11/93
816.32;COP;18/11/93;18/11/93
815.18;COP;17/11/93;17/11/93
809.95;COP;13/11/93;16/11/93
809.87;COP;12/11/93;12/11/93
811.07;COP;11/11/93;11/11/93
813.95;COP;10/11/93;10/11/93
814.26;COP;9/11/93;9/11/93
815.70;COP;6/11/93;8/11/93
816.79;COP;5/11/93;5/11/93
817.01;COP;4/11/93;4/11/93
816.70;COP;3/11/93;3/11/93
817.03;COP;30/10/93;2/11/93
818.06;COP;29/10/93;29/10/93
818.98;COP;28/10/93;28/10/93
819.55;COP;27/10/93;27/10/93
819.44;COP;26/10/93;26/10/93
819.41;COP;23/10/93;25/10/93
819.26;COP;22/10/93;22/10/93
816.41;COP;21/10/93;21/10/93
813.79;COP;20/10/93;20/10/93
813.28;COP;16/10/93;19/10/93
812.41;COP;15/10/93;15/10/93
811.46;COP;14/10/93;14/10/93
811.47;COP;13/10/93;13/10/93
811.19;COP;12/10/93;12/10/93
811.28;COP;9/10/93;11/10/93
811.91;COP;8/10/93;8/10/93
812.54;COP;7/10/93;7/10/93
812.75;COP;6/10/93;6/10/93
812.27;COP;5/10/93;5/10/93
812.29;COP;2/10/93;4/10/93
811.31;COP;1/10/93;1/10/93
810.84;COP;30/09/93;30/09/93
809.69;COP;29/09/93;29/09/93
809.55;COP;28/09/93;28/09/93
809.93;COP;25/09/93;27/09/93
810.55;COP;24/09/93;24/09/93
810.04;COP;23/09/93;23/09/93
809.75;COP;22/09/93;22/09/93
810.88;COP;21/09/93;21/09/93
811.18;COP;18/09/93;20/09/93
784.95;COP;10/06/93;10/06/93
784.62;COP;9/06/93;9/06/93
782.29;COP;8/06/93;8/06/93
780.60;COP;5/06/93;7/06/93
778.12;COP;4/06/93;4/06/93
777.82;COP;3/06/93;3/06/93
779.01;COP;2/06/93;2/06/93
779.00;COP;1/06/93;1/06/93
779.56;COP;29/05/93;31/05/93
780.78;COP;28/05/93;28/05/93
782.85;COP;27/05/93;27/05/93
783.15;COP;26/05/93;26/05/93
782.00;COP;22/05/93;25/05/93
781.94;COP;21/05/93;21/05/93
781.84;COP;20/05/93;20/05/93
781.80;COP;19/05/93;19/05/93
781.42;COP;18/05/93;18/05/93
780.79;COP;15/05/93;17/05/93
780.80;COP;14/05/93;14/05/93
780.49;COP;13/05/93;13/05/93
779.41;COP;12/05/93;12/05/93
777.75;COP;11/05/93;11/05/93
777.17;COP;8/05/93;10/05/93
778.17;COP;7/05/93;7/05/93
777.88;COP;6/05/93;6/05/93
776.99;COP;5/05/93;5/05/93
775.53;COP;4/05/93;4/05/93
773.82;COP;1/05/93;3/05/93
774.94;COP;30/04/93;30/04/93
773.78;COP;29/04/93;29/04/93
774.52;COP;28/04/93;28/04/93
775.20;COP;27/04/93;27/04/93
775.32;COP;24/04/93;26/04/93
775.05;COP;23/04/93;23/04/93
774.34;COP;22/04/93;22/04/93
773.97;COP;21/04/93;21/04/93
773.70;COP;20/04/93;20/04/93
773.22;COP;17/04/93;19/04/93
767.99;COP;26/03/93;26/03/93
764.79;COP;13/03/93;15/03/93
699.70;COP;1/10/92;1/10/92
702.81;COP;30/09/92;30/09/92
701.00;COP;29/09/92;29/09/92
704.80;COP;26/09/92;28/09/92
697.01;COP;25/09/92;25/09/92
698.40;COP;24/09/92;24/09/92
697.77;COP;23/09/92;23/09/92
699.16;COP;22/09/92;22/09/92
696.42;COP;19/09/92;21/09/92
696.66;COP;18/09/92;18/09/92
695.70;COP;17/09/92;17/09/92
696.84;COP;16/09/92;16/09/92
696.29;COP;15/09/92;15/09/92
696.39;COP;12/09/92;14/09/92
695.54;COP;11/09/92;11/09/92
695.38;COP;10/09/92;10/09/92
698.28;COP;9/09/92;9/09/92
697.69;COP;8/09/92;8/09/92
696.77;COP;5/09/92;7/09/92
695.62;COP;4/09/92;4/09/92
693.02;COP;3/09/92;3/09/92
692.89;COP;2/09/92;2/09/92
691.90;COP;1/09/92;1/09/92
691.68;COP;29/08/92;31/08/92
690.30;COP;28/08/92;28/08/92
689.45;COP;27/08/92;27/08/92
689.21;COP;26/08/92;26/08/92
689.56;COP;25/08/92;25/08/92
693.94;COP;22/08/92;24/08/92
692.56;COP;21/08/92;21/08/92
692.48;COP;20/08/92;20/08/92
693.69;COP;19/08/92;19/08/92
693.25;COP;15/08/92;18/08/92
692.51;COP;14/08/92;14/08/92
694.28;COP;13/08/92;13/08/92
692.25;COP;12/08/92;12/08/92
692.72;COP;11/08/92;11/08/92
694.25;COP;7/08/92;10/08/92
695.32;COP;6/08/92;6/08/92
698.84;COP;5/08/92;5/08/92
701.82;COP;4/08/92;4/08/92
702.52;COP;1/08/92;3/08/92
705.14;COP;31/07/92;31/07/92
702.02;COP;30/07/92;30/07/92
701.89;COP;29/07/92;29/07/92
701.66;COP;28/07/92;28/07/92
699.68;COP;25/07/92;27/07/92
699.73;COP;24/07/92;24/07/92
707.96;COP;23/07/92;23/07/92
710.91;COP;22/07/92;22/07/92
715.11;COP;18/07/92;21/07/92
717.70;COP;17/07/92;17/07/92
717.45;COP;16/07/92;16/07/92
719.15;COP;15/07/92;15/07/92
720.47;COP;14/07/92;14/07/92
708.72;COP;11/07/92;13/07/92
703.74;COP;10/07/92;10/07/92
699.01;COP;9/07/92;9/07/92
695.65;COP;8/07/92;8/07/92
696.12;COP;7/07/92;7/07/92
693.40;COP;4/07/92;6/07/92
693.71;COP;3/07/92;3/07/92
694.43;COP;2/07/92;2/07/92
695.36;COP;1/07/92;1/07/92
697.57;COP;27/06/92;30/06/92
701.83;COP;26/06/92;26/06/92
699.09;COP;25/06/92;25/06/92
690.08;COP;24/06/92;24/06/92
683.37;COP;20/06/92;23/06/92
678.25;COP;19/06/92;19/06/92
680.17;COP;18/06/92;18/06/92
675.76;COP;17/06/92;17/06/92
671.36;COP;16/06/92;16/06/92
669.55;COP;13/06/92;15/06/92
667.52;COP;12/06/92;12/06/92
667.96;COP;11/06/92;11/06/92
665.92;COP;10/06/92;10/06/92
665.91;COP;9/06/92;9/06/92
664.36;COP;6/06/92;8/06/92
666.47;COP;5/06/92;5/06/92
664.30;COP;4/06/92;4/06/92
666.11;COP;3/06/92;3/06/92
664.37;COP;30/05/92;2/06/92
660.99;COP;29/05/92;29/05/92
660.16;COP;28/05/92;28/05/92
660.46;COP;27/05/92;27/05/92
638.61;COP;2/01/92;2/01/92
635.70;COP;4/12/91;4/12/91
639.22;COP;3/12/91;3/12/91
643.42;COP;2/12/91;2/12/91
4,885.50;COP;21/10/22;21/10/22
5,058.02;COP;4/11/22;4/11/22
4,994.61;COP;19/11/22;21/11/22
2,855.32;COP;30/07/15;30/07/15
2,866.04;COP;31/07/15;31/07/15
2,862.51;COP;1/08/15;3/08/15
3,085.60;COP;1/12/16;1/12/16
3,068.34;COP;2/12/16;2/12/16
3,061.04;COP;3/12/16;5/12/16
3,049.47;COP;6/12/16;6/12/16
3,015.47;COP;7/12/16;7/12/16
2,989.71;COP;8/12/16;9/12/16
3,002.80;COP;10/12/16;12/12/16
2,984.02;COP;13/12/16;13/12/16
2,982.29;COP;14/12/16;14/12/16
2,964.56;COP;15/12/16;15/12/16
3,000.47;COP;16/12/16;16/12/16
2,997.20;COP;17/12/16;19/12/16
3,019.44;COP;20/12/16;20/12/16
2,988.06;COP;21/12/16;21/12/16
2,989.14;COP;22/12/16;22/12/16
2,996.03;COP;23/12/16;23/12/16
2,996.60;COP;24/12/16;27/12/16
2,992.81;COP;28/12/16;28/12/16
3,019.72;COP;29/12/16;29/12/16
3,000.71;COP;30/12/16;3/01/17
2,981.06;COP;4/01/17;4/01/17
2,965.36;COP;5/01/17;5/01/17
3,197.20;COP;14/11/18;14/11/18
3,194.70;COP;15/11/18;15/11/18
3,198.29;COP;16/11/18;16/11/18
3,173.59;COP;17/11/18;19/11/18
3,178.81;COP;20/11/18;20/11/18
3,189.51;COP;21/11/18;21/11/18
3,196.26;COP;22/11/18;23/11/18
3,223.95;COP;24/11/18;26/11/18
3,240.65;COP;27/11/18;27/11/18
3,250.56;COP;28/11/18;28/11/18
3,274.47;COP;29/11/18;29/11/18
3,240.02;COP;30/11/18;30/11/18
3,235.27;COP;1/12/18;3/12/18
3,196.15;COP;4/12/18;4/12/18
3,174.11;COP;5/12/18;5/12/18
3,162.29;COP;6/12/18;6/12/18
3,187.86;COP;7/12/18;7/12/18
3,153.29;COP;8/12/18;10/12/18
3,176.12;COP;11/12/18;11/12/18
3,184.70;COP;12/12/18;12/12/18
3,169.36;COP;13/12/18;13/12/18
3,178.40;COP;14/12/18;14/12/18
3,196.30;COP;15/12/18;17/12/18
3,188.66;COP;18/12/18;18/12/18
3,198.45;COP;19/12/18;19/12/18
3,216.55;COP;20/12/18;20/12/18
3,246.86;COP;21/12/18;21/12/18
3,285.34;COP;22/12/18;24/12/18
3,285.51;COP;25/12/18;26/12/18
3,289.69;COP;27/12/18;27/12/18
3,275.01;COP;28/12/18;28/12/18
3,249.75;COP;29/12/18;2/01/19
3,250.01;COP;3/01/19;3/01/19
3,241.20;COP;4/01/19;4/01/19
3,208.56;COP;5/01/19;8/01/19
3,164.75;COP;9/01/19;9/01/19
3,128.07;COP;10/01/19;10/01/19
3,136.49;COP;11/01/19;11/01/19
3,151.49;COP;12/01/19;14/01/19
3,143.22;COP;15/01/19;15/01/19
3,137.66;COP;16/01/19;16/01/19
3,124.96;COP;17/01/19;17/01/19
3,140.19;COP;18/01/19;18/01/19
3,120.56;COP;19/01/19;22/01/19
3,136.59;COP;23/01/19;23/01/19
3,146.14;COP;24/01/19;24/01/19
3,160.52;COP;25/01/19;25/01/19
3,150.58;COP;26/01/19;28/01/19
3,167.86;COP;29/01/19;29/01/19
3,157.52;COP;30/01/19;30/01/19
3,163.46;COP;31/01/19;31/01/19
3,115.70;COP;1/02/19;1/02/19
3,102.61;COP;2/02/19;4/02/19
3,089.40;COP;5/02/19;5/02/19
3,094.05;COP;6/02/19;6/02/19
3,108.54;COP;7/02/19;7/02/19
3,110.46;COP;8/02/19;8/02/19
3,115.94;COP;9/02/19;11/02/19
3,132.61;COP;12/02/19;12/02/19
3,131.10;COP;13/02/19;13/02/19
3,135.56;COP;14/02/19;14/02/19
3,155.27;COP;15/02/19;15/02/19
3,141.40;COP;16/02/19;19/02/19
3,118.36;COP;20/02/19;20/02/19
3,112.18;COP;21/02/19;21/02/19
1,378.88;COP;24/07/98;24/07/98
1,379.61;COP;25/07/98;27/07/98
1,378.33;COP;28/07/98;28/07/98
1,376.12;COP;29/07/98;29/07/98
1,373.49;COP;30/07/98;30/07/98
1,370.65;COP;31/07/98;31/07/98
1,372.14;COP;1/08/98;3/08/98
1,371.16;COP;4/08/98;4/08/98
1,368.24;COP;5/08/98;5/08/98
1,366.44;COP;6/08/98;6/08/98
1,364.90;COP;7/08/98;10/08/98
1,359.22;COP;11/08/98;11/08/98
1,365.58;COP;12/08/98;12/08/98
1,371.23;COP;13/08/98;13/08/98
1,377.08;COP;14/08/98;14/08/98
1,386.02;COP;15/08/98;18/08/98
1,385.77;COP;19/08/98;19/08/98
1,384.24;COP;20/08/98;20/08/98
1,391.55;COP;21/08/98;21/08/98
1,407.27;COP;22/08/98;24/08/98
1,418.22;COP;25/08/98;25/08/98
1,420.27;COP;26/08/98;26/08/98
1,430.33;COP;27/08/98;27/08/98
1,438.16;COP;28/08/98;28/08/98
1,440.87;COP;29/08/98;31/08/98
1,441.86;COP;1/09/98;1/09/98
1,442.95;COP;2/09/98;2/09/98
1,518.56;COP;3/09/98;3/09/98
1,532.19;COP;4/09/98;4/09/98
1,538.84;COP;5/09/98;7/09/98
1,511.55;COP;8/09/98;8/09/98
1,505.66;COP;9/09/98;9/09/98
1,493.40;COP;10/09/98;10/09/98
1,506.27;COP;11/09/98;11/09/98
1,505.85;COP;12/09/98;14/09/98
1,586.53;COP;8/10/98;8/10/98
1,587.46;COP;9/10/98;9/10/98
1,590.64;COP;10/10/98;13/10/98
1,592.11;COP;14/10/98;14/10/98
1,591.01;COP;15/10/98;15/10/98
1,594.19;COP;16/10/98;16/10/98
1,596.21;COP;17/10/98;19/10/98
1,598.18;COP;20/10/98;20/10/98
1,598.61;COP;21/10/98;21/10/98
1,597.79;COP;22/10/98;22/10/98
1,599.15;COP;23/10/98;23/10/98
1,597.97;COP;24/10/98;26/10/98
1,590.64;COP;27/10/98;27/10/98
1,576.38;COP;28/10/98;28/10/98
1,577.90;COP;29/10/98;29/10/98
1,577.19;COP;30/10/98;30/10/98
1,575.08;COP;31/10/98;3/11/98
1,569.93;COP;4/11/98;4/11/98
1,568.54;COP;5/11/98;5/11/98
1,563.32;COP;6/11/98;6/11/98
1,553.71;COP;7/11/98;9/11/98
1,559.35;COP;10/11/98;10/11/98
1,571.76;COP;11/11/98;11/11/98
1,577.61;COP;12/11/98;12/11/98
1,578.79;COP;13/11/98;13/11/98
1,580.99;COP;14/11/98;17/11/98
1,583.29;COP;18/11/98;18/11/98
1,569.60;COP;19/11/98;19/11/98
1,558.49;COP;20/11/98;20/11/98
1,539.38;COP;21/11/98;23/11/98
1,547.92;COP;24/11/98;24/11/98
1,557.57;COP;25/11/98;25/11/98
1,545.53;COP;26/11/98;26/11/98
1,543.45;COP;27/11/98;27/11/98
1,547.11;COP;28/11/98;30/11/98
1,545.88;COP;1/12/98;1/12/98
1,545.82;COP;2/12/98;2/12/98
1,539.32;COP;3/12/98;3/12/98
1,545.89;COP;4/12/98;4/12/98
1,552.48;COP;5/12/98;7/12/98
1,548.63;COP;8/12/98;9/12/98
1,541.14;COP;10/12/98;10/12/98
1,530.63;COP;11/12/98;11/12/98
1,531.13;COP;12/12/98;14/12/98
1,532.76;COP;15/12/98;15/12/98
1,529.07;COP;16/12/98;16/12/98
1,523.80;COP;17/12/98;17/12/98
1,515.98;COP;18/12/98;18/12/98
1,510.41;COP;15/09/98;15/09/98
1,516.92;COP;16/09/98;16/09/98
1,520.63;COP;17/09/98;17/09/98
1,531.49;COP;18/09/98;18/09/98
1,533.95;COP;19/09/98;21/09/98
1,529.26;COP;22/09/98;22/09/98
1,541.16;COP;23/09/98;23/09/98
1,561.28;COP;24/09/98;24/09/98
1,548.95;COP;25/09/98;25/09/98
1,547.81;COP;26/09/98;28/09/98
1,556.25;COP;29/09/98;29/09/98
1,556.15;COP;30/09/98;30/09/98
1,556.52;COP;1/10/98;1/10/98
703.08;COP;2/10/92;2/10/92
710.22;COP;3/10/92;5/10/92
704.52;COP;6/10/92;6/10/92
703.66;COP;7/10/92;7/10/92
702.71;COP;8/10/92;8/10/92
704.06;COP;9/10/92;9/10/92
701.88;COP;10/10/92;13/10/92
702.48;COP;14/10/92;14/10/92
705.52;COP;15/10/92;15/10/92
708.21;COP;16/10/92;16/10/92
707.13;COP;17/10/92;19/10/92
707.35;COP;20/10/92;20/10/92
706.06;COP;21/10/92;21/10/92
709.22;COP;22/10/92;22/10/92
710.19;COP;23/10/92;23/10/92
712.04;COP;24/10/92;26/10/92
713.55;COP;27/10/92;27/10/92
716.39;COP;28/10/92;28/10/92
715.31;COP;29/10/92;29/10/92
717.37;COP;30/10/92;30/10/92
716.88;COP;31/10/92;3/11/92
718.98;COP;4/11/92;4/11/92
1,263.79;COP;16/10/97;16/10/97
1,268.87;COP;17/10/97;17/10/97
1,264.70;COP;18/10/97;20/10/97
1,264.60;COP;21/10/97;21/10/97
1,264.32;COP;22/10/97;22/10/97
1,267.87;COP;23/10/97;23/10/97
1,267.10;COP;24/10/97;24/10/97
1,272.02;COP;25/10/97;27/10/97
1,274.05;COP;28/10/97;28/10/97
1,289.84;COP;29/10/97;29/10/97
1,282.82;COP;30/10/97;30/10/97
1,281.20;COP;31/10/97;31/10/97
1,284.65;COP;1/11/97;4/11/97
1,284.63;COP;5/11/97;5/11/97
1,272.77;COP;15/10/97;15/10/97
1,281.18;COP;6/11/97;6/11/97
1,286.73;COP;7/11/97;7/11/97
1,291.35;COP;8/11/97;10/11/97
1,295.52;COP;11/11/97;11/11/97
1,294.51;COP;12/11/97;12/11/97
1,296.66;COP;13/11/97;13/11/97
1,297.87;COP;14/11/97;14/11/97
1,298.04;COP;15/11/97;18/11/97
1,297.94;COP;19/11/97;19/11/97
828.46;COP;19/11/94;21/11/94
829.08;COP;22/11/94;22/11/94
830.74;COP;23/11/94;23/11/94
828.67;COP;24/11/94;24/11/94
828.76;COP;25/11/94;25/11/94
828.42;COP;26/11/94;28/11/94
828.66;COP;29/11/94;29/11/94
829.03;COP;30/11/94;30/11/94
829.29;COP;1/12/94;1/12/94
829.56;COP;2/12/94;2/12/94
830.00;COP;3/12/94;5/12/94
830.37;COP;6/12/94;6/12/94
830.85;COP;7/12/94;7/12/94
831.10;COP;8/12/94;9/12/94
831.49;COP;10/12/94;12/12/94
831.91;COP;13/12/94;13/12/94
824.68;COP;14/12/94;14/12/94
825.00;COP;15/12/94;15/12/94
830.49;COP;18/11/94;18/11/94
827.60;COP;16/12/94;16/12/94
829.72;COP;17/12/94;19/12/94
1,072.95;COP;7/06/96;7/06/96
1,073.06;COP;8/06/96;11/06/96
1,073.65;COP;12/06/96;12/06/96
1,070.80;COP;13/06/96;13/06/96
1,072.34;COP;14/06/96;14/06/96
1,071.35;COP;15/06/96;18/06/96
1,072.74;COP;19/06/96;19/06/96
1,070.94;COP;20/06/96;20/06/96
1,070.86;COP;21/06/96;21/06/96
818.33;COP;23/02/94;23/02/94
820.76;COP;24/02/94;24/02/94
819.68;COP;25/02/94;25/02/94
819.70;COP;26/02/94;28/02/94
819.83;COP;2/03/94;2/03/94
819.61;COP;3/03/94;3/03/94
818.70;COP;4/03/94;4/03/94
817.86;COP;5/03/94;7/03/94
817.76;COP;8/03/94;8/03/94
818.02;COP;9/03/94;9/03/94
818.37;COP;10/03/94;10/03/94
818.46;COP;11/03/94;11/03/94
818.62;COP;12/03/94;14/03/94
816.04;COP;22/02/94;22/02/94
818.69;COP;15/03/94;15/03/94
818.49;COP;16/03/94;16/03/94
820.44;COP;17/03/94;17/03/94
820.91;COP;18/03/94;18/03/94
821.34;COP;19/03/94;22/03/94
821.73;COP;23/03/94;23/03/94
821.82;COP;24/03/94;24/03/94
821.70;COP;25/03/94;25/03/94
722.57;COP;7/11/92;9/11/92
2,311.70;COP;10/12/08;10/12/08
2,302.93;COP;11/12/08;11/12/08
2,278.29;COP;12/12/08;12/12/08
2,273.24;COP;13/12/08;15/12/08
2,254.50;COP;16/12/08;16/12/08
2,223.30;COP;17/12/08;17/12/08
2,173.86;COP;18/12/08;18/12/08
2,163.14;COP;19/12/08;19/12/08
2,167.35;COP;20/12/08;22/12/08
2,169.83;COP;23/12/08;23/12/08
2,180.49;COP;24/12/08;24/12/08
2,198.09;COP;25/12/08;26/12/08
2,204.95;COP;27/12/08;29/12/08
2,234.00;COP;30/12/08;30/12/08
2,243.59;COP;31/12/08;2/01/09
2,216.23;COP;10/01/09;13/01/09
2,226.87;COP;14/01/09;14/01/09
2,234.40;COP;15/01/09;15/01/09
2,249.64;COP;16/01/09;16/01/09
2,227.68;COP;17/01/09;20/01/09
1,953.12;COP;24/07/09;24/07/09
2,245.28;COP;21/01/09;21/01/09
2,245.97;COP;22/01/09;22/01/09
2,247.87;COP;23/01/09;23/01/09
2,280.77;COP;24/01/09;26/01/09
2,280.43;COP;27/01/09;27/01/09
2,310.83;COP;28/01/09;28/01/09
2,341.09;COP;29/01/09;29/01/09
2,386.58;COP;30/01/09;30/01/09
2,420.26;COP;31/01/09;2/02/09
2,450.78;COP;3/02/09;3/02/09
2,443.67;COP;4/02/09;4/02/09
2,469.02;COP;5/02/09;5/02/09
2,472.65;COP;6/02/09;6/02/09
2,449.49;COP;7/02/09;9/02/09
2,450.60;COP;10/02/09;10/02/09
2,494.07;COP;11/02/09;11/02/09
2,537.82;COP;12/02/09;12/02/09
2,520.06;COP;13/02/09;13/02/09
2,509.50;COP;14/02/09;17/02/09
2,554.40;COP;18/02/09;18/02/09
2,558.14;COP;19/02/09;19/02/09
2,547.40;COP;20/02/09;20/02/09
2,588.31;COP;21/02/09;23/02/09
2,572.30;COP;24/02/09;24/02/09
2,596.37;COP;25/02/09;25/02/09
2,575.50;COP;26/02/09;26/02/09
2,555.05;COP;27/02/09;27/02/09
2,555.89;COP;28/02/09;2/03/09
2,590.97;COP;3/03/09;3/03/09
2,588.96;COP;4/03/09;4/03/09
2,589.48;COP;5/03/09;5/03/09
2,572.92;COP;6/03/09;6/03/09
2,548.57;COP;7/03/09;9/03/09
2,559.36;COP;10/03/09;10/03/09
2,525.06;COP;11/03/09;11/03/09
2,506.73;COP;12/03/09;12/03/09
2,481.26;COP;13/03/09;13/03/09
2,445.30;COP;14/03/09;16/03/09
2,390.96;COP;17/03/09;17/03/09
2,390.98;COP;18/03/09;18/03/09
2,383.15;COP;19/03/09;19/03/09
2,335.29;COP;20/03/09;20/03/09
2,340.83;COP;21/03/09;24/03/09
2,353.21;COP;25/03/09;25/03/09
2,379.94;COP;26/03/09;26/03/09
2,435.81;COP;27/03/09;27/03/09
2,485.56;COP;28/03/09;30/03/09
2,561.21;COP;31/03/09;31/03/09
2,544.24;COP;1/04/09;1/04/09
2,534.99;COP;2/04/09;2/04/09
2,451.72;COP;3/04/09;3/04/09
2,422.71;COP;4/04/09;6/04/09
2,408.42;COP;7/04/09;7/04/09
2,416.63;COP;8/04/09;8/04/09
2,388.11;COP;9/04/09;13/04/09
2,392.22;COP;14/04/09;14/04/09
2,394.27;COP;15/04/09;15/04/09
2,380.69;COP;16/04/09;16/04/09
2,344.98;COP;17/04/09;17/04/09
2,343.34;COP;18/04/09;20/04/09
2,376.38;COP;21/04/09;21/04/09
2,338.60;COP;22/04/09;22/04/09
2,318.83;COP;23/04/09;23/04/09
2,300.74;COP;24/04/09;24/04/09
2,283.20;COP;25/04/09;27/04/09
2,325.02;COP;28/04/09;28/04/09
3,213.23;COP;25/04/19;25/04/19
3,223.67;COP;10/07/19;10/07/19
3,452.57;COP;9/10/19;9/10/19
3,380.90;COP;30/10/19;30/10/19
3,835.15;COP;12/03/20;12/03/20
4,081.06;COP;2/04/20;2/04/20
3,467.49;COP;5/12/20;7/12/20
3,714.94;COP;11/05/21;11/05/21
3,780.38;COP;23/10/21;25/10/21
3,778.69;COP;3/11/21;3/11/21
5,015.84;COP;3/11/22;3/11/22
3,465.35;COP;18/10/19;18/10/19
3,507.11;COP;28/02/20;28/02/20
3,810.23;COP;28/10/20;28/10/20
3,533.21;COP;3/12/20;3/12/20
3,478.11;COP;9/01/21;12/01/21
3,870.57;COP;27/08/21;27/08/21
3,997.09;COP;24/12/21;24/12/21
3,912.15;COP;17/06/22;17/06/22
4,913.24;COP;22/10/22;24/10/22
1,573.22;COP;2/10/98;2/10/98
1,578.96;COP;3/10/98;5/10/98
1,585.64;COP;6/10/98;6/10/98
1,588.64;COP;7/10/98;7/10/98
2,187.83;COP;23/08/00;23/08/00
2,196.72;COP;24/08/00;24/08/00
2,205.60;COP;25/08/00;25/08/00
2,208.82;COP;26/08/00;28/08/00
2,208.17;COP;29/08/00;29/08/00
2,204.22;COP;30/08/00;30/08/00
2,208.21;COP;31/08/00;31/08/00
2,212.97;COP;1/09/00;1/09/00
2,214.00;COP;2/09/00;4/09/00
