VALOR;UNIDAD;VIGENCIADESDE;VIGENCIAHASTA
1,890.74;COP;20/02/08;20/02/08
1,910.81;COP;21/02/08;21/02/08
1,895.85;COP;22/02/08;22/02/08
1,892.00;COP;23/02/08;25/02/08
1,887.97;COP;26/02/08;26/02/08
1,879.19;COP;27/02/08;27/02/08
1,854.87;COP;28/02/08;28/02/08
1,843.59;COP;29/02/08;29/02/08
1,845.17;COP;1/03/08;3/03/08
1,849.46;COP;4/03/08;4/03/08
1,841.61;COP;5/03/08;5/03/08
1,856.69;COP;6/03/08;6/03/08
1,880.12;COP;7/03/08;7/03/08
1,902.17;COP;8/03/08;10/03/08
1,864.78;COP;11/03/08;11/03/08
1,865.98;COP;12/03/08;12/03/08
1,853.41;COP;13/03/08;13/03/08
1,856.01;COP;14/03/08;14/03/08
1,843.95;COP;15/03/08;17/03/08
1,857.55;COP;18/03/08;18/03/08
1,823.11;COP;19/03/08;19/03/08
1,815.65;COP;20/03/08;25/03/08
1,835.01;COP;26/03/08;26/03/08
1,821.31;COP;27/03/08;27/03/08
1,810.68;COP;28/03/08;28/03/08
1,821.60;COP;29/03/08;31/03/08
1,834.96;COP;1/04/08;1/04/08
1,827.94;COP;2/04/08;2/04/08
1,826.34;COP;3/04/08;3/04/08
1,824.39;COP;4/04/08;4/04/08
1,816.28;COP;5/04/08;7/04/08
1,811.23;COP;8/04/08;8/04/08
1,812.85;COP;9/04/08;9/04/08
1,799.07;COP;10/04/08;10/04/08
1,791.63;COP;11/04/08;11/04/08
1,792.49;COP;12/04/08;14/04/08
1,792.69;COP;15/04/08;15/04/08
1,797.89;COP;16/04/08;16/04/08
1,798.89;COP;17/04/08;17/04/08
1,792.87;COP;18/04/08;18/04/08
1,785.17;COP;19/04/08;21/04/08
1,780.79;COP;22/04/08;22/04/08
1,775.08;COP;23/04/08;23/04/08
1,765.30;COP;24/04/08;24/04/08
1,765.75;COP;25/04/08;25/04/08
1,775.22;COP;26/04/08;28/04/08
1,767.73;COP;29/04/08;29/04/08
1,780.21;COP;30/04/08;30/04/08
1,767.27;COP;1/05/08;2/05/08
1,756.25;COP;3/05/08;6/05/08
1,769.32;COP;7/05/08;7/05/08
1,787.62;COP;8/05/08;8/05/08
1,793.13;COP;9/05/08;9/05/08
1,781.79;COP;10/05/08;12/05/08
1,781.29;COP;13/05/08;13/05/08
1,780.01;COP;14/05/08;14/05/08
2,359.26;COP;21/11/08;21/11/08
2,355.71;COP;22/11/08;24/11/08
2,314.72;COP;25/11/08;25/11/08
2,307.37;COP;26/11/08;26/11/08
2,324.10;COP;27/11/08;28/11/08
2,318.00;COP;29/11/08;1/12/08
2,320.12;COP;2/12/08;2/12/08
2,315.35;COP;3/12/08;3/12/08
2,317.48;COP;4/12/08;4/12/08
2,323.28;COP;5/12/08;5/12/08
2,333.54;COP;6/12/08;9/12/08
2,301.99;COP;17/09/05;19/09/05
2,295.57;COP;20/09/05;20/09/05
2,300.58;COP;21/09/05;21/09/05
2,291.05;COP;22/09/05;22/09/05
2,292.59;COP;23/09/05;23/09/05
2,290.03;COP;24/09/05;26/09/05
2,289.18;COP;27/09/05;27/09/05
2,290.74;COP;28/09/05;28/09/05
2,293.29;COP;29/09/05;29/09/05
2,289.61;COP;30/09/05;30/09/05
2,288.22;COP;1/10/05;3/10/05
2,289.13;COP;4/10/05;4/10/05
2,289.79;COP;5/10/05;5/10/05
2,294.12;COP;6/10/05;6/10/05
2,302.79;COP;7/10/05;7/10/05
2,303.01;COP;8/10/05;11/10/05
2,299.94;COP;12/10/05;12/10/05
2,299.47;COP;13/10/05;13/10/05
2,298.99;COP;14/10/05;14/10/05
2,294.75;COP;15/10/05;18/10/05
2,288.69;COP;19/10/05;19/10/05
2,283.96;COP;20/10/05;20/10/05
2,289.15;COP;21/10/05;21/10/05
2,288.69;COP;22/10/05;24/10/05
2,285.37;COP;25/10/05;25/10/05
2,284.05;COP;26/10/05;26/10/05
2,288.52;COP;27/10/05;27/10/05
2,289.87;COP;28/10/05;28/10/05
2,289.57;COP;29/10/05;31/10/05
2,287.51;COP;1/11/05;1/11/05
2,285.83;COP;2/11/05;2/11/05
2,285.24;COP;3/11/05;3/11/05
2,283.78;COP;4/11/05;4/11/05
2,282.76;COP;5/11/05;8/11/05
2,282.67;COP;9/11/05;9/11/05
2,280.94;COP;10/11/05;10/11/05
2,280.19;COP;11/11/05;15/11/05
2,278.23;COP;17/11/05;17/11/05
1,873.87;COP;15/07/10;15/07/10
1,871.96;COP;16/07/10;16/07/10
1,878.77;COP;17/07/10;19/07/10
1,872.92;COP;20/07/10;21/07/10
1,867.07;COP;22/07/10;22/07/10
1,814.06;COP;6/09/12;6/09/12
1,804.09;COP;7/09/12;7/09/12
1,797.35;COP;8/09/12;10/09/12
1,802.23;COP;11/09/12;11/09/12
3,105.20;COP;10/04/19;10/04/19
3,769.67;COP;7/08/20;10/08/20
3,646.61;COP;3/03/21;3/03/21
3,850.46;COP;9/07/21;9/07/21
4,812.37;COP;6/12/22;6/12/22
3,264.98;COP;19/06/19;19/06/19
4,042.80;COP;28/03/20;30/03/20
3,620.39;COP;26/11/20;27/11/20
3,422.44;COP;16/12/20;16/12/20
3,777.17;COP;3/07/21;6/07/21
3,766.10;COP;29/10/21;29/10/21
4,002.97;COP;17/12/21;17/12/21
746.63;COP;9/01/93;12/01/93
749.63;COP;13/01/93;13/01/93
748.98;COP;14/01/93;14/01/93
746.71;COP;15/01/93;15/01/93
746.39;COP;16/01/93;18/01/93
747.20;COP;19/01/93;19/01/93
748.07;COP;20/01/93;20/01/93
750.06;COP;21/01/93;21/01/93
750.00;COP;22/01/93;22/01/93
748.56;COP;23/01/93;25/01/93
747.25;COP;26/01/93;26/01/93
747.13;COP;27/01/93;27/01/93
746.21;COP;28/01/93;28/01/93
745.14;COP;29/01/93;29/01/93
746.05;COP;30/01/93;1/02/93
745.27;COP;2/02/93;2/02/93
745.64;COP;3/02/93;3/02/93
1,051.61;COP;6/08/96;6/08/96
1,049.37;COP;7/08/96;8/08/96
1,044.90;COP;9/08/96;9/08/96
1,040.68;COP;10/08/96;12/08/96
1,035.79;COP;13/08/96;13/08/96
1,029.46;COP;14/08/96;14/08/96
2,111.94;COP;24/05/00;24/05/00
2,142.14;COP;25/05/00;25/05/00
2,113.28;COP;26/05/00;26/05/00
2,096.52;COP;27/05/00;29/05/00
2,077.28;COP;30/05/00;30/05/00
2,084.92;COP;31/05/00;31/05/00
2,096.96;COP;1/06/00;1/06/00
2,095.10;COP;2/06/00;2/06/00
2,118.57;COP;3/06/00;6/06/00
2,121.73;COP;7/06/00;7/06/00
2,127.03;COP;8/06/00;8/06/00
2,125.30;COP;9/06/00;9/06/00
2,115.86;COP;10/06/00;12/06/00
2,106.97;COP;13/06/00;13/06/00
2,122.24;COP;14/06/00;14/06/00
2,111.09;COP;15/06/00;15/06/00
2,110.57;COP;16/06/00;16/06/00
2,114.80;COP;17/06/00;19/06/00
2,115.15;COP;20/06/00;20/06/00
2,123.58;COP;21/06/00;21/06/00
2,134.34;COP;22/06/00;22/06/00
2,129.13;COP;23/06/00;23/06/00
2,123.99;COP;24/06/00;27/06/00
2,135.65;COP;28/06/00;28/06/00
2,136.22;COP;29/06/00;29/06/00
2,139.11;COP;30/06/00;30/06/00
2,150.76;COP;1/07/00;4/07/00
998.31;COP;12/12/96;12/12/96
1,947.55;COP;4/02/00;4/02/00
2,021.68;COP;11/05/00;11/05/00
2,031.96;COP;12/05/00;12/05/00
2,039.29;COP;13/05/00;15/05/00
2,035.54;COP;16/05/00;16/05/00
2,037.10;COP;17/05/00;17/05/00
2,047.79;COP;18/05/00;18/05/00
2,055.35;COP;19/05/00;19/05/00
1,986.96;COP;7/04/00;7/04/00
1,996.24;COP;8/04/00;10/04/00
1,998.25;COP;11/04/00;11/04/00
1,986.75;COP;12/04/00;12/04/00
1,987.38;COP;13/04/00;13/04/00
1,987.36;COP;14/04/00;14/04/00
1,987.39;COP;15/04/00;17/04/00
1,996.29;COP;18/04/00;18/04/00
2,003.02;COP;19/04/00;19/04/00
1,996.07;COP;20/04/00;24/04/00
2,001.62;COP;3/05/00;3/05/00
2,015.92;COP;4/05/00;4/05/00
2,027.26;COP;5/05/00;5/05/00
2,033.17;COP;6/05/00;8/05/00
2,044.59;COP;9/05/00;9/05/00
1,991.17;COP;25/04/00;25/04/00
1,988.65;COP;26/04/00;26/04/00
1,998.95;COP;27/04/00;27/04/00
2,002.95;COP;28/04/00;28/04/00
2,004.47;COP;29/04/00;2/05/00
1,958.12;COP;1/04/00;3/04/00
1,963.22;COP;4/04/00;4/04/00
1,964.10;COP;5/04/00;5/04/00
1,968.92;COP;6/04/00;6/04/00
1,959.84;COP;23/03/00;23/03/00
1,954.57;COP;24/03/00;24/03/00
1,954.83;COP;25/03/00;27/03/00
1,958.93;COP;28/03/00;28/03/00
1,955.14;COP;29/03/00;29/03/00
1,949.75;COP;30/03/00;30/03/00
1,948.60;COP;5/02/00;7/02/00
1,950.59;COP;8/02/00;8/02/00
1,949.54;COP;9/02/00;9/02/00
1,946.51;COP;10/02/00;10/02/00
1,952.29;COP;11/02/00;11/02/00
1,948.16;COP;12/02/00;14/02/00
1,950.77;COP;15/02/00;15/02/00
1,949.61;COP;16/02/00;16/02/00
1,946.79;COP;17/02/00;17/02/00
1,945.31;COP;18/02/00;18/02/00
1,947.41;COP;19/02/00;21/02/00
1,943.83;COP;22/02/00;22/02/00
1,941.54;COP;23/02/00;23/02/00
1,944.18;COP;24/02/00;24/02/00
1,947.72;COP;25/02/00;25/02/00
1,947.28;COP;26/02/00;28/02/00
1,946.17;COP;29/02/00;29/02/00
1,948.05;COP;1/03/00;1/03/00
1,950.88;COP;2/03/00;2/03/00
1,956.80;COP;3/03/00;3/03/00
1,961.16;COP;4/03/00;6/03/00
1,965.63;COP;7/03/00;7/03/00
1,964.26;COP;8/03/00;8/03/00
1,960.47;COP;9/03/00;9/03/00
1,959.77;COP;10/03/00;10/03/00
1,958.48;COP;11/03/00;13/03/00
1,957.50;COP;14/03/00;14/03/00
1,955.75;COP;15/03/00;15/03/00
1,954.26;COP;16/03/00;16/03/00
1,950.01;COP;17/03/00;17/03/00
1,952.98;COP;18/03/00;21/03/00
1,956.98;COP;22/03/00;22/03/00
631.51;COP;5/12/91;5/12/91
627.16;COP;6/12/91;6/12/91
638.06;COP;7/12/91;9/12/91
622.92;COP;10/12/91;10/12/91
763.38;COP;9/03/93;9/03/93
763.90;COP;10/03/93;10/03/93
764.74;COP;11/03/93;11/03/93
765.19;COP;12/03/93;12/03/93
764.29;COP;16/03/93;16/03/93
765.06;COP;17/03/93;17/03/93
766.12;COP;18/03/93;18/03/93
766.42;COP;19/03/93;19/03/93
766.84;COP;20/03/93;23/03/93
766.63;COP;24/03/93;24/03/93
797.63;COP;22/07/93;22/07/93
798.17;COP;23/07/93;23/07/93
798.83;COP;24/07/93;26/07/93
799.17;COP;27/07/93;27/07/93
799.96;COP;28/07/93;28/07/93
800.42;COP;29/07/93;29/07/93
801.04;COP;30/07/93;30/07/93
801.35;COP;31/07/93;2/08/93
627.46;COP;11/12/91;11/12/91
633.09;COP;12/12/91;12/12/91
632.35;COP;13/12/91;13/12/91
630.91;COP;14/12/91;16/12/91
626.23;COP;17/12/91;17/12/91
1,925.49;COP;1/10/09;1/10/09
1,918.87;COP;2/10/09;2/10/09
1,919.75;COP;3/10/09;5/10/09
1,925.57;COP;6/10/09;6/10/09
1,906.59;COP;7/10/09;7/10/09
1,897.31;COP;8/10/09;8/10/09
1,870.96;COP;9/10/09;9/10/09
1,857.21;COP;10/10/09;13/10/09
1,825.68;COP;14/10/09;14/10/09
1,830.38;COP;15/10/09;15/10/09
1,838.26;COP;16/10/09;16/10/09
1,843.81;COP;17/10/09;19/10/09
1,858.40;COP;20/10/09;20/10/09
1,913.98;COP;21/10/09;21/10/09
1,910.04;COP;22/10/09;22/10/09
1,914.89;COP;23/10/09;23/10/09
1,924.35;COP;24/10/09;26/10/09
1,932.81;COP;27/10/09;27/10/09
1,977.26;COP;28/10/09;28/10/09
2,006.18;COP;29/10/09;29/10/09
2,004.37;COP;30/10/09;30/10/09
1,993.80;COP;31/10/09;3/11/09
2,008.72;COP;4/11/09;4/11/09
1,963.70;COP;5/11/09;5/11/09
1,958.24;COP;6/11/09;6/11/09
1,981.61;COP;7/11/09;9/11/09
1,968.45;COP;10/11/09;10/11/09
1,969.52;COP;11/11/09;12/11/09
1,976.89;COP;13/11/09;13/11/09
1,971.27;COP;14/11/09;17/11/09
1,966.22;COP;18/11/09;18/11/09
1,953.45;COP;19/11/09;19/11/09
1,962.33;COP;20/11/09;20/11/09
1,974.47;COP;21/11/09;23/11/09
1,964.92;COP;24/11/09;24/11/09
1,969.01;COP;25/11/09;25/11/09
1,974.14;COP;26/11/09;27/11/09
1,997.47;COP;28/11/09;30/11/09
1,795.40;COP;12/09/12;12/09/12
1,802.22;COP;13/09/12;13/09/12
1,799.57;COP;14/09/12;14/09/12
1,789.54;COP;15/09/12;17/09/12
1,799.77;COP;18/09/12;18/09/12
1,800.19;COP;19/09/12;19/09/12
1,795.66;COP;20/09/12;20/09/12
1,798.98;COP;21/09/12;21/09/12
1,796.75;COP;22/09/12;24/09/12
1,799.29;COP;25/09/12;25/09/12
1,795.69;COP;26/09/12;26/09/12
1,799.55;COP;27/09/12;27/09/12
1,798.08;COP;28/09/12;28/09/12
1,800.52;COP;29/09/12;1/10/12
1,797.97;COP;2/10/12;2/10/12
1,798.86;COP;3/10/12;3/10/12
1,800.43;COP;4/10/12;4/10/12
1,797.68;COP;5/10/12;5/10/12
1,795.40;COP;6/10/12;9/10/12
1,798.32;COP;10/10/12;10/10/12
1,799.78;COP;11/10/12;11/10/12
1,797.68;COP;12/10/12;12/10/12
1,797.68;COP;13/10/12;16/10/12
1,797.81;COP;17/10/12;17/10/12
1,798.53;COP;18/10/12;18/10/12
1,797.66;COP;19/10/12;19/10/12
1,798.42;COP;20/10/12;22/10/12
1,802.91;COP;23/10/12;23/10/12
1,816.60;COP;24/10/12;24/10/12
1,817.25;COP;25/10/12;25/10/12
1,816.97;COP;26/10/12;26/10/12
1,823.18;COP;27/10/12;29/10/12
1,830.45;COP;30/10/12;30/10/12
1,829.89;COP;31/10/12;31/10/12
1,831.25;COP;1/11/12;1/11/12
1,825.50;COP;2/11/12;2/11/12
1,828.80;COP;3/11/12;6/11/12
1,814.99;COP;7/11/12;7/11/12
1,814.83;COP;8/11/12;8/11/12
1,814.21;COP;9/11/12;9/11/12
1,816.99;COP;10/11/12;13/11/12
1,819.30;COP;14/11/12;14/11/12
1,818.20;COP;15/11/12;15/11/12
1,822.61;COP;16/11/12;16/11/12
1,823.46;COP;17/11/12;19/11/12
1,817.67;COP;20/11/12;20/11/12
1,815.58;COP;21/11/12;21/11/12
1,815.76;COP;22/11/12;23/11/12
1,820.18;COP;24/11/12;26/11/12
1,824.12;COP;27/11/12;27/11/12
1,823.54;COP;28/11/12;28/11/12
1,825.08;COP;29/11/12;29/11/12
1,817.93;COP;30/11/12;30/11/12
1,813.72;COP;1/12/12;3/12/12
1,813.73;COP;4/12/12;4/12/12
1,813.57;COP;5/12/12;5/12/12
1,811.05;COP;6/12/12;6/12/12
1,803.69;COP;7/12/12;7/12/12
1,797.45;COP;8/12/12;10/12/12
1,799.40;COP;11/12/12;11/12/12
1,801.50;COP;12/12/12;12/12/12
1,796.31;COP;13/12/12;13/12/12
1,795.05;COP;14/12/12;14/12/12
1,798.37;COP;15/12/12;17/12/12
1,796.98;COP;18/12/12;18/12/12
1,794.14;COP;19/12/12;19/12/12
1,790.46;COP;20/12/12;20/12/12
1,788.87;COP;21/12/12;21/12/12
1,779.79;COP;22/12/12;24/12/12
1,773.44;COP;25/12/12;26/12/12
1,771.49;COP;27/12/12;27/12/12
1,771.54;COP;28/12/12;28/12/12
1,768.23;COP;29/12/12;2/01/13
1,759.97;COP;3/01/13;3/01/13
1,760.83;COP;4/01/13;4/01/13
1,767.54;COP;5/01/13;8/01/13
1,771.31;COP;9/01/13;9/01/13
1,767.96;COP;10/01/13;10/01/13
1,761.50;COP;11/01/13;11/01/13
1,762.38;COP;12/01/13;14/01/13
1,758.45;COP;15/01/13;15/01/13
1,769.88;COP;16/01/13;16/01/13
1,775.15;COP;17/01/13;17/01/13
1,767.78;COP;18/01/13;18/01/13
1,767.74;COP;19/01/13;22/01/13
1,776.96;COP;23/01/13;23/01/13
1,778.69;COP;24/01/13;24/01/13
1,779.73;COP;25/01/13;25/01/13
1,779.25;COP;26/01/13;28/01/13
1,779.84;COP;29/01/13;29/01/13
1,776.09;COP;30/01/13;30/01/13
1,773.24;COP;31/01/13;31/01/13
1,775.65;COP;1/02/13;1/02/13
1,776.20;COP;2/02/13;4/02/13
1,785.92;COP;5/02/13;5/02/13
1,789.09;COP;6/02/13;6/02/13
1,791.24;COP;7/02/13;7/02/13
1,795.21;COP;8/02/13;8/02/13
1,895.75;COP;24/06/10;24/06/10
1,896.87;COP;25/06/10;25/06/10
1,900.36;COP;26/06/10;28/06/10
1,901.65;COP;29/06/10;29/06/10
1,916.46;COP;30/06/10;30/06/10
1,913.15;COP;1/07/10;1/07/10
1,897.33;COP;2/07/10;2/07/10
1,884.31;COP;3/07/10;6/07/10
1,882.47;COP;7/07/10;7/07/10
1,901.38;COP;8/07/10;8/07/10
1,862.05;COP;27/01/11;27/01/11
1,858.70;COP;28/01/11;28/01/11
1,857.98;COP;29/01/11;31/01/11
1,867.82;COP;1/02/11;1/02/11
1,853.33;COP;2/02/11;2/02/11
1,863.03;COP;4/02/11;4/02/11
2,793.36;COP;24/09/02;24/09/02
2,810.46;COP;25/09/02;25/09/02
2,802.32;COP;26/09/02;26/09/02
2,579.59;COP;28/10/04;28/10/04
2,585.80;COP;29/10/04;29/10/04
2,575.19;COP;30/10/04;2/11/04
2,568.08;COP;3/11/04;3/11/04
2,561.28;COP;4/11/04;4/11/04
2,550.37;COP;5/11/04;5/11/04
2,547.79;COP;6/11/04;8/11/04
2,544.65;COP;9/11/04;9/11/04
2,542.20;COP;10/11/04;10/11/04
2,540.47;COP;11/11/04;12/11/04
2,541.98;COP;13/11/04;16/11/04
2,535.89;COP;17/11/04;17/11/04
2,523.41;COP;18/11/04;18/11/04
2,515.32;COP;19/11/04;19/11/04
2,517.86;COP;20/11/04;22/11/04
2,521.81;COP;23/11/04;23/11/04
2,509.79;COP;24/11/04;24/11/04
2,501.88;COP;25/11/04;26/11/04
2,484.36;COP;27/11/04;29/11/04
2,479.10;COP;30/11/04;30/11/04
2,479.18;COP;1/12/04;1/12/04
2,472.12;COP;2/12/04;2/12/04
2,481.93;COP;3/12/04;3/12/04
2,475.23;COP;4/12/04;6/12/04
2,466.71;COP;7/12/04;7/12/04
2,455.12;COP;8/12/04;9/12/04
2,464.19;COP;10/12/04;10/12/04
2,440.72;COP;11/12/04;13/12/04
2,416.29;COP;14/12/04;14/12/04
2,385.10;COP;15/12/04;15/12/04
2,376.37;COP;16/12/04;16/12/04
2,365.75;COP;17/12/04;17/12/04
2,361.46;COP;18/12/04;20/12/04
2,329.79;COP;21/12/04;21/12/04
2,316.12;COP;22/12/04;22/12/04
2,381.03;COP;23/12/04;23/12/04
2,404.40;COP;24/12/04;24/12/04
2,375.99;COP;25/12/04;27/12/04
2,385.32;COP;28/12/04;28/12/04
2,415.37;COP;29/12/04;29/12/04
2,412.10;COP;30/12/04;30/12/04
2,389.75;COP;31/12/04;3/01/05
2,338.84;COP;4/01/05;4/01/05
2,315.45;COP;5/01/05;5/01/05
2,344.45;COP;6/01/05;6/01/05
2,386.67;COP;7/01/05;7/01/05
2,358.54;COP;8/01/05;11/01/05
2,380.96;COP;12/01/05;12/01/05
2,358.64;COP;13/01/05;13/01/05
2,340.42;COP;14/01/05;14/01/05
2,351.23;COP;15/01/05;18/01/05
2,371.77;COP;19/01/05;19/01/05
2,363.69;COP;20/01/05;20/01/05
2,381.54;COP;21/01/05;21/01/05
2,373.86;COP;22/01/05;24/01/05
2,370.77;COP;25/01/05;25/01/05
2,370.08;COP;26/01/05;26/01/05
2,370.95;COP;27/01/05;27/01/05
2,372.63;COP;28/01/05;28/01/05
2,367.76;COP;29/01/05;31/01/05
2,363.75;COP;1/02/05;1/02/05
2,358.16;COP;2/02/05;2/02/05
2,364.13;COP;3/02/05;3/02/05
2,365.08;COP;4/02/05;4/02/05
2,361.92;COP;5/02/05;7/02/05
2,365.79;COP;8/02/05;8/02/05
2,364.16;COP;9/02/05;9/02/05
2,358.61;COP;10/02/05;10/02/05
2,344.94;COP;11/02/05;11/02/05
3,389.94;COP;31/10/19;31/10/19
3,767.05;COP;14/08/20;14/08/20
3,658.22;COP;26/03/21;26/03/21
3,693.35;COP;16/06/21;16/06/21
3,730.45;COP;18/06/21;18/06/21
3,824.08;COP;13/07/21;13/07/21
3,867.88;COP;31/07/21;2/08/21
3,949.33;COP;7/08/21;9/08/21
3,994.15;COP;25/12/21;27/12/21
3,951.96;COP;4/02/22;4/02/22
3,207.66;COP;9/07/19;9/07/19
3,457.89;COP;28/08/19;28/08/19
3,384.21;COP;13/11/19;13/11/19
3,502.92;COP;28/11/19;29/11/19
3,636.26;COP;21/04/21;21/04/21
3,690.56;COP;17/06/21;17/06/21
3,809.07;COP;16/07/21;16/07/21
3,918.49;COP;28/07/21;28/07/21
3,865.04;COP;26/08/21;26/08/21
3,770.58;COP;21/10/21;21/10/21
3,959.05;COP;26/05/22;26/05/22
3,776.52;COP;1/06/22;1/06/22
4,611.18;COP;13/10/22;13/10/22
4,809.51;COP;30/11/22;30/11/22
4,778.28;COP;15/12/22;15/12/22
1,998.45;COP;1/12/09;1/12/09
1,990.29;COP;2/12/09;2/12/09
1,990.80;COP;3/12/09;3/12/09
1,989.94;COP;4/12/09;4/12/09
2,003.94;COP;5/12/09;7/12/09
2,009.45;COP;8/12/09;9/12/09
2,016.73;COP;10/12/09;10/12/09
2,016.17;COP;11/12/09;11/12/09
1,787.65;COP;15/05/08;15/05/08
1,792.94;COP;16/05/08;16/05/08
1,785.04;COP;17/05/08;19/05/08
1,779.35;COP;20/05/08;20/05/08
1,787.59;COP;21/05/08;21/05/08
1,779.48;COP;22/05/08;22/05/08
1,779.59;COP;23/05/08;23/05/08
1,777.98;COP;24/05/08;27/05/08
1,772.55;COP;28/05/08;28/05/08
1,767.41;COP;29/05/08;29/05/08
1,755.95;COP;30/05/08;30/05/08
1,744.01;COP;31/05/08;3/06/08
1,730.61;COP;4/06/08;4/06/08
1,728.76;COP;5/06/08;5/06/08
1,709.95;COP;6/06/08;6/06/08
1,702.44;COP;7/06/08;9/06/08
1,687.13;COP;10/06/08;10/06/08
1,696.79;COP;11/06/08;11/06/08
1,700.94;COP;12/06/08;12/06/08
1,705.35;COP;13/06/08;13/06/08
1,707.87;COP;14/06/08;16/06/08
1,684.52;COP;17/06/08;17/06/08
1,655.42;COP;18/06/08;18/06/08
1,652.41;COP;19/06/08;19/06/08
1,670.31;COP;20/06/08;20/06/08
1,678.82;COP;21/06/08;23/06/08
1,713.63;COP;24/06/08;24/06/08
1,748.04;COP;25/06/08;25/06/08
1,783.44;COP;26/06/08;26/06/08
1,832.81;COP;27/06/08;27/06/08
1,923.02;COP;28/06/08;1/07/08
1,748.43;COP;4/07/08;7/07/08
1,719.48;COP;8/07/08;8/07/08
2,054.90;COP;28/02/14;28/02/14
2,046.75;COP;1/03/14;3/03/14
2,052.51;COP;4/03/14;4/03/14
2,047.75;COP;5/03/14;5/03/14
2,045.14;COP;6/03/14;6/03/14
2,030.02;COP;7/03/14;7/03/14
2,036.20;COP;8/03/14;10/03/14
2,042.78;COP;11/03/14;11/03/14
2,043.59;COP;12/03/14;12/03/14
2,047.59;COP;13/03/14;13/03/14
2,044.48;COP;14/03/14;14/03/14
1,728.74;COP;10/07/08;10/07/08
1,768.09;COP;11/07/08;11/07/08
1,778.80;COP;12/07/08;14/07/08
1,753.51;COP;15/07/08;15/07/08
1,777.17;COP;16/07/08;16/07/08
1,736.49;COP;9/07/08;9/07/08
1,768.53;COP;17/07/08;17/07/08
1,757.79;COP;18/07/08;18/07/08
1,788.24;COP;19/07/08;21/07/08
1,802.01;COP;22/07/08;22/07/08
1,797.43;COP;23/07/08;23/07/08
1,772.25;COP;24/07/08;24/07/08
1,777.10;COP;25/07/08;25/07/08
1,785.17;COP;26/07/08;28/07/08
1,764.48;COP;29/07/08;29/07/08
1,789.68;COP;30/07/08;30/07/08
1,792.24;COP;31/07/08;31/07/08
1,800.54;COP;1/08/08;1/08/08
1,779.97;COP;2/08/08;4/08/08
1,771.31;COP;5/08/08;5/08/08
1,772.16;COP;6/08/08;6/08/08
1,782.92;COP;7/08/08;8/08/08
1,816.25;COP;9/08/08;11/08/08
1,821.76;COP;12/08/08;12/08/08
1,836.25;COP;13/08/08;13/08/08
1,854.16;COP;14/08/08;14/08/08
1,853.45;COP;15/08/08;15/08/08
1,882.11;COP;16/08/08;19/08/08
1,891.99;COP;20/08/08;20/08/08
1,880.69;COP;21/08/08;21/08/08
1,864.26;COP;22/08/08;22/08/08
1,872.07;COP;23/08/08;25/08/08
1,873.94;COP;26/08/08;26/08/08
1,892.06;COP;27/08/08;27/08/08
1,887.71;COP;28/08/08;28/08/08
1,041.76;COP;15/08/96;15/08/96
1,051.82;COP;16/08/96;16/08/96
1,047.90;COP;17/08/96;20/08/96
1,044.54;COP;21/08/96;21/08/96
1,037.43;COP;22/08/96;22/08/96
1,040.15;COP;23/08/96;23/08/96
1,037.10;COP;24/08/96;26/08/96
1,041.64;COP;27/08/96;27/08/96
1,044.54;COP;28/08/96;28/08/96
1,046.70;COP;29/08/96;29/08/96
1,045.02;COP;30/08/96;30/08/96
1,054.87;COP;2/08/96;2/08/96
1,054.10;COP;3/08/96;5/08/96
1,042.32;COP;31/08/96;2/09/96
1,044.38;COP;3/09/96;3/09/96
1,045.27;COP;4/09/96;4/09/96
1,044.09;COP;5/09/96;5/09/96
1,043.93;COP;6/09/96;6/09/96
1,045.87;COP;7/09/96;9/09/96
1,047.95;COP;10/09/96;10/09/96
1,051.64;COP;11/09/96;11/09/96
1,047.26;COP;12/09/96;12/09/96
1,047.66;COP;13/09/96;13/09/96
745.79;COP;5/02/93;5/02/93
746.56;COP;6/02/93;8/02/93
745.45;COP;9/02/93;9/02/93
745.49;COP;10/02/93;10/02/93
745.38;COP;11/02/93;11/02/93
748.22;COP;12/02/93;12/02/93
748.88;COP;13/02/93;15/02/93
748.18;COP;16/02/93;16/02/93
749.69;COP;17/02/93;17/02/93
750.75;COP;18/02/93;18/02/93
752.47;COP;19/02/93;19/02/93
751.96;COP;20/02/93;22/02/93
752.52;COP;23/02/93;23/02/93
753.33;COP;24/02/93;24/02/93
745.73;COP;4/02/93;4/02/93
755.07;COP;25/02/93;25/02/93
759.20;COP;26/02/93;26/02/93
758.03;COP;27/02/93;1/03/93
757.89;COP;2/03/93;2/03/93
760.71;COP;3/03/93;3/03/93
762.68;COP;4/03/93;4/03/93
762.04;COP;5/03/93;5/03/93
762.20;COP;6/03/93;8/03/93
784.80;COP;12/06/93;15/06/93
785.90;COP;16/06/93;16/06/93
786.64;COP;17/06/93;17/06/93
787.49;COP;18/06/93;18/06/93
786.77;COP;19/06/93;22/06/93
787.06;COP;23/06/93;23/06/93
786.42;COP;24/06/93;24/06/93
786.72;COP;25/06/93;25/06/93
786.96;COP;26/06/93;28/06/93
786.80;COP;29/06/93;29/06/93
787.12;COP;30/06/93;30/06/93
786.10;COP;1/07/93;1/07/93
787.51;COP;2/07/93;2/07/93
788.65;COP;3/07/93;6/07/93
789.47;COP;7/07/93;7/07/93
785.79;COP;11/06/93;11/06/93
790.58;COP;8/07/93;8/07/93
